Product Name,Category,Sub-Category,Total_Orders,Total_Returns,Avg_Risk_Score,Risk_Level
"Sanford Sketch Pad, Blue",Office Supplies,Art,32,2,0.047829996,Low
"Sanford Sketch Pad, Easy-Erase",Office Supplies,Art,25,0,0.04484222,Low
"Sanford Sketch Pad, Fluorescent",Office Supplies,Art,35,2,0.045559146,Low
"Sanford Sketch Pad, Water Color",Office Supplies,Art,29,4,0.047395817,Low
"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,3,0,0.056028605,Low
"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Office Supplies,Appliances,1,0,0.036605765,Low
Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Technology,Phones,2,0,0.047057881,Low
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Appliances,4,0,0.038657327,Low
"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Office Supplies,Appliances,3,0,0.036770922,Low
Satellite Sectional Post Binders,Office Supplies,Binders,11,1,0.047875373,Low
"Sauder 3-Shelf Cabinet, Metal",Furniture,Bookcases,18,1,0.041096628,Low
"Sauder 3-Shelf Cabinet, Mobile",Furniture,Bookcases,23,1,0.041049585,Low
"Sauder 3-Shelf Cabinet, Pine",Furniture,Bookcases,20,1,0.042011158,Low
"Sauder 3-Shelf Cabinet, Traditional",Furniture,Bookcases,16,1,0.041357681,Low
Sauder Barrister Bookcases,Furniture,Bookcases,3,0,0.047755656,Low
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,3,0,0.044977144,Low
"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,7,0,0.043256826,Low
Sauder Camden County Collection Library,Furniture,Bookcases,2,0,0.043974492,Low
"Sauder Classic Bookcase, Metal",Furniture,Bookcases,15,0,0.039644544,Low
"Sauder Classic Bookcase, Mobile",Furniture,Bookcases,19,0,0.040348474,Low
"Sauder Classic Bookcase, Pine",Furniture,Bookcases,22,1,0.041541766,Low
"Sauder Classic Bookcase, Traditional",Furniture,Bookcases,29,0,0.039573466,Low
"Sauder Corner Shelving, Metal",Furniture,Bookcases,19,0,0.042052292,Low
"Sauder Corner Shelving, Mobile",Furniture,Bookcases,17,1,0.040496307,Low
"Sauder Corner Shelving, Pine",Furniture,Bookcases,26,1,0.041389974,Low
"Sauder Corner Shelving, Traditional",Furniture,Bookcases,17,0,0.043244437,Low
Sauder Cornerstone Collection Library,Furniture,Bookcases,3,1,0.041493174,Low
"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases,4,0,0.044291887,Low
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Office Supplies,Storage,2,0,0.045071678,Low
"Sauder Floating Shelf Set, Metal",Furniture,Bookcases,16,2,0.04128036,Low
"Sauder Floating Shelf Set, Mobile",Furniture,Bookcases,20,1,0.037733577,Low
"Sauder Floating Shelf Set, Pine",Furniture,Bookcases,26,2,0.041044618,Low
"Sauder Floating Shelf Set, Traditional",Furniture,Bookcases,13,1,0.041181118,Low
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases,3,0,0.043776909,Low
"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases,4,0,0.047635074,Low
Sauder Inglewood Library Bookcases,Furniture,Bookcases,5,0,0.044371648,Low
"Sauder Library with Doors, Metal",Furniture,Bookcases,18,0,0.042127267,Low
"Sauder Library with Doors, Mobile",Furniture,Bookcases,15,0,0.040867606,Low
"Sauder Library with Doors, Pine",Furniture,Bookcases,9,1,0.042277006,Low
"Sauder Library with Doors, Traditional",Furniture,Bookcases,15,0,0.040876098,Low
"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,Bookcases,3,0,0.042062215,Low
"Sauder Stackable Bookrack, Mobile",Furniture,Bookcases,18,0,0.041289557,Low
"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,40,2,0.041319714,Low
"Sauder Stackable Bookrack, Traditional",Furniture,Bookcases,13,0,0.041862245,Low
Security-Tint Envelopes,Office Supplies,Envelopes,9,0,0.042736085,Low
Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Technology,Phones,3,1,0.047948523,Low
Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,Labels,7,1,0.05688392,Low
Self-Adhesive Address Labels for Typewriters with Dispenser Box,Office Supplies,Labels,2,0,0.053873816,Low
Self-Adhesive Removable Labels,Office Supplies,Labels,7,1,0.057725913,Low
Self-Adhesive Ring Binder Labels,Office Supplies,Binders,4,1,0.048802311,Low
Sensible Storage WireTech Storage Systems,Office Supplies,Storage,8,1,0.045985286,Low
Serrated Blade or Curved Handle Hand Letter Openers,Office Supplies,Supplies,2,0,0.044769109,Low
"Seth Thomas 12"" Clock w/ Goldtone Case",Furniture,Furnishings,3,0,0.04718013,Low
"Seth Thomas 13 1/2"" Wall Clock",Furniture,Furnishings,5,0,0.049088088,Low
"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,6,0,0.052661686,Low
"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,4,1,0.046067108,Low
"Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings,5,0,0.05240117,Low
"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,Furnishings,4,0,0.047083798,Low
Sharp 1540cs Digital Laser Copier,Technology,Copiers,7,0,0.046913996,Low
Sharp AL-1530CS Digital Copier,Technology,Copiers,4,2,0.053966585,Low
"Sharp Copy Machine, Color",Technology,Copiers,33,1,0.047515811,Low
"Sharp Copy Machine, High-Speed",Technology,Copiers,17,2,0.045071988,Low
"Sharp Copy Machine, Laser",Technology,Copiers,26,2,0.046432161,Low
"Sharp Fax Machine, Color",Technology,Copiers,21,1,0.045056785,Low
"Sharp Fax Machine, Digital",Technology,Copiers,16,1,0.045243584,Low
"Sharp Fax Machine, High-Speed",Technology,Copiers,23,0,0.043918436,Low
"Sharp Fax Machine, Laser",Technology,Copiers,20,0,0.045147652,Low
"Sharp Fax and Copier, Color",Technology,Copiers,22,1,0.045786784,Low
"Sharp Fax and Copier, Digital",Technology,Copiers,19,0,0.044536759,Low
"Sharp Fax and Copier, High-Speed",Technology,Copiers,20,0,0.04463161,Low
"Sharp Fax and Copier, Laser",Technology,Copiers,16,1,0.046949637,Low
"Sharp Ink, Color",Technology,Copiers,16,1,0.046081503,Low
"Sharp Ink, Digital",Technology,Copiers,8,0,0.048439557,Low
"Sharp Ink, High-Speed",Technology,Copiers,13,0,0.045774561,Low
"Sharp Ink, Laser",Technology,Copiers,19,0,0.046919652,Low
"Sharp Personal Copier, Color",Technology,Copiers,15,2,0.047208157,Low
"Sharp Personal Copier, Digital",Technology,Copiers,21,0,0.045780516,Low
"Sharp Personal Copier, High-Speed",Technology,Copiers,14,0,0.045384021,Low
"Sharp Personal Copier, Laser",Technology,Copiers,21,0,0.046502247,Low
"Sharp Wireless Fax, Color",Technology,Copiers,21,0,0.042766567,Low
"Sharp Wireless Fax, Digital",Technology,Copiers,22,1,0.046249517,Low
"Sharp Wireless Fax, High-Speed",Technology,Copiers,12,0,0.048573006,Low
"Sharp Wireless Fax, Laser",Technology,Copiers,16,1,0.044877031,Low
Shocksock Galaxy S4 Armband,Technology,Phones,3,0,0.050794169,Low
ShoreTel ShorePhone IP 230 VoIP phone,Technology,Phones,4,0,0.051545044,Low
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,8,0,0.044440326,Low
"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,15,1,0.045915527,Low
"SlimView Poly Binder, 3/8""",Office Supplies,Binders,7,0,0.050355612,Low
"SmartStand Mobile Device Holder, Assorted Colors",Technology,Phones,3,0,0.054692181,Low
Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage,3,1,0.046465249,Low
Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies,Labels,5,0,0.054859228,Low
Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Office Supplies,Labels,5,0,0.055701718,Low
"Smead Box, Blue",Office Supplies,Storage,34,0,0.041534559,Low
"Smead Box, Industrial",Office Supplies,Storage,40,2,0.040775596,Low
"Smead Box, Single Width",Office Supplies,Storage,36,2,0.041788129,Low
"Smead Box, Wire Frame",Office Supplies,Storage,30,2,0.041364995,Low
"Smead Color Coded Labels, 5000 Label Set",Office Supplies,Labels,12,2,0.050626939,Low
"Smead Color Coded Labels, Adjustable",Office Supplies,Labels,11,0,0.05476814,Low
"Smead Color Coded Labels, Alphabetical",Office Supplies,Labels,22,1,0.052545015,Low
"Smead Color Coded Labels, Laser Printer Compatible",Office Supplies,Labels,19,1,0.054064691,Low
"Smead File Cart, Blue",Office Supplies,Storage,42,6,0.042219798,Low
"Smead File Cart, Industrial",Office Supplies,Storage,34,2,0.040660478,Low
"Smead File Cart, Single Width",Office Supplies,Storage,77,9,0.041176623,Low
"Smead File Folder Labels, 5000 Label Set",Office Supplies,Labels,17,2,0.054069821,Low
"Smead File Folder Labels, Adjustable",Office Supplies,Labels,22,1,0.051438774,Low
"Smead File Folder Labels, Alphabetical",Office Supplies,Labels,13,2,0.055235303,Low
"Smead File Folder Labels, Laser Printer Compatible",Office Supplies,Labels,12,3,0.050096893,Low
"Smead Folders, Blue",Office Supplies,Storage,40,1,0.040179607,Low
"Smead Folders, Industrial",Office Supplies,Storage,25,3,0.041491509,Low
"Smead Folders, Single Width",Office Supplies,Storage,32,0,0.041125979,Low
"Smead Folders, Wire Frame",Office Supplies,Storage,36,3,0.040176973,Low
"Smead Legal Exhibit Labels, 5000 Label Set",Office Supplies,Labels,20,2,0.0512488,Low
"Smead Legal Exhibit Labels, Adjustable",Office Supplies,Labels,18,1,0.052634031,Low
"Smead Legal Exhibit Labels, Alphabetical",Office Supplies,Labels,15,0,0.051419321,Low
"Smead Legal Exhibit Labels, Laser Printer Compatible",Office Supplies,Labels,23,0,0.054090793,Low
"Smead Lockers, Blue",Office Supplies,Storage,39,2,0.042122675,Low
"Smead Lockers, Industrial",Office Supplies,Storage,41,1,0.039578116,Low
"Smead Lockers, Single Width",Office Supplies,Storage,43,4,0.041351499,Low
"Smead Lockers, Wire Frame",Office Supplies,Storage,34,1,0.039767918,Low
"Smead Removable Labels, 5000 Label Set",Office Supplies,Labels,14,1,0.054701565,Low
"Smead Removable Labels, Adjustable",Office Supplies,Labels,42,3,0.053629408,Low
"Smead Removable Labels, Laser Printer Compatible",Office Supplies,Labels,11,0,0.051485635,Low
"Smead Round Labels, 5000 Label Set",Office Supplies,Labels,12,1,0.050712925,Low
"Smead Round Labels, Adjustable",Office Supplies,Labels,15,1,0.053762694,Low
"Smead Round Labels, Alphabetical",Office Supplies,Labels,13,0,0.051127321,Low
"Smead Round Labels, Laser Printer Compatible",Office Supplies,Labels,22,2,0.053085485,Low
"Smead Shelving, Blue",Office Supplies,Storage,40,1,0.040518373,Low
"Smead Shelving, Industrial",Office Supplies,Storage,28,0,0.04013941,Low
"Smead Shelving, Single Width",Office Supplies,Storage,34,2,0.042971702,Low
"Smead Shelving, Wire Frame",Office Supplies,Storage,46,3,0.041182212,Low
"Smead Shipping Labels, 5000 Label Set",Office Supplies,Labels,21,1,0.051256494,Low
"Smead Shipping Labels, Adjustable",Office Supplies,Labels,16,0,0.052195467,Low
"Smead Shipping Labels, Alphabetical",Office Supplies,Labels,24,1,0.049698213,Low
"Smead Shipping Labels, Laser Printer Compatible",Office Supplies,Labels,14,2,0.053891092,Low
"Smead Trays, Blue",Office Supplies,Storage,42,1,0.039344847,Low
"Smead Trays, Industrial",Office Supplies,Storage,36,0,0.039941124,Low
"Smead Trays, Single Width",Office Supplies,Storage,41,1,0.041748498,Low
"Smead Trays, Wire Frame",Office Supplies,Storage,32,3,0.038774974,Low
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,6,1,0.046151631,Low
"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",Office Supplies,Paper,1,0,0.042847894,Low
Socket Bluetooth Cordless Hand Scanner (CHS),Technology,Machines,1,0,0.043723297,Low
Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,4,0,0.048998262,Low
Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,4,1,0.042269001,Low
Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,9,2,0.04707119,Low
Sony 8GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,1,0,0.049798927,Low
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,9,0,0.049965188,Low
Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,Technology,Accessories,3,1,0.047978703,Low
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,Accessories,4,0,0.04586886,Low
"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,6,0,0.040760253,Low
Southworth 100% Cotton The Best Paper,Office Supplies,Paper,3,0,0.04251512,Low
"Southworth 100% Résumé Paper, 24lb.",Office Supplies,Paper,7,0,0.048848181,Low
Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,5,1,0.045655483,Low
Southworth 25% Cotton Granite Paper & Envelopes,Office Supplies,Paper,3,0,0.044878618,Low
Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,Paper,4,0,0.04758167,Low
Southworth 25% Cotton Premium Laser Paper and Envelopes,Office Supplies,Paper,5,0,0.044403951,Low
Southworth Parchment Paper & Envelopes,Office Supplies,Paper,6,0,0.049119891,Low
Southworth Structures Collection,Office Supplies,Paper,2,0,0.045838463,Low
Space Solutions Commercial Steel Shelving,Office Supplies,Storage,7,0,0.047282723,Low
Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,8,1,0.046224111,Low
Space Solutions Industrial Galvanized Steel Shelving.,Office Supplies,Storage,3,0,0.038252459,Low
Speck Products Candyshell Flip Case,Technology,Phones,4,0,0.053271787,Low
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Office Supplies,Paper,5,0,0.046505574,Low
Spigen Samsung Galaxy S5 Case Wallet,Technology,Phones,5,0,0.052110599,Low
SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,Binders,8,0,0.051972916,Low
Spiral Phone Message Books with Labels by Adams,Office Supplies,Paper,4,0,0.044181215,Low
Square Credit Card Reader,Technology,Phones,7,0,0.048125846,Low
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,Phones,5,1,0.051084872,Low
"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders,7,2,0.047368222,Low
Stackable Trays,Furniture,Furnishings,7,1,0.047421225,Low
"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Furnishings,4,1,0.050673075,Low
Stacking Trays by OIC,Furniture,Furnishings,6,1,0.052351155,Low
Standard Line “While You Were Out” Hardbound Telephone Message Book,Office Supplies,Paper,2,1,0.049740628,Low
Standard Rollaway File with Lock,Office Supplies,Storage,10,0,0.045876472,Low
Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art,7,2,0.050738386,Low
"Stanley Canvas, Blue",Office Supplies,Art,33,1,0.045996382,Low
"Stanley Canvas, Easy-Erase",Office Supplies,Art,39,3,0.04533818,Low
"Stanley Canvas, Fluorescent",Office Supplies,Art,37,2,0.046248141,Low
"Stanley Canvas, Water Color",Office Supplies,Art,27,1,0.045474385,Low
Stanley Contemporary Battery Pencil Sharpeners,Office Supplies,Art,4,0,0.052853814,Low
"Stanley Highlighters, Blue",Office Supplies,Art,34,2,0.045565003,Low
"Stanley Highlighters, Easy-Erase",Office Supplies,Art,32,1,0.047180469,Low
"Stanley Highlighters, Fluorescent",Office Supplies,Art,27,1,0.045855144,Low
"Stanley Highlighters, Water Color",Office Supplies,Art,34,2,0.044520275,Low
"Stanley Markers, Blue",Office Supplies,Art,25,1,0.046609062,Low
"Stanley Markers, Easy-Erase",Office Supplies,Art,37,2,0.045453811,Low
"Stanley Markers, Fluorescent",Office Supplies,Art,38,3,0.046486164,Low
"Stanley Markers, Water Color",Office Supplies,Art,48,4,0.046879782,Low
"Stanley Pencil Sharpener, Easy-Erase",Office Supplies,Art,30,0,0.047990756,Low
"Stanley Pencil Sharpener, Fluorescent",Office Supplies,Art,34,0,0.045569616,Low
"Stanley Pencil Sharpener, Water Color",Office Supplies,Art,75,3,0.046793894,Low
"Stanley Pens, Blue",Office Supplies,Art,38,2,0.0463229,Low
"Stanley Pens, Easy-Erase",Office Supplies,Art,40,3,0.047160022,Low
"Stanley Pens, Fluorescent",Office Supplies,Art,27,0,0.045342839,Low
"Stanley Pens, Water Color",Office Supplies,Art,32,1,0.045472656,Low
"Stanley Sketch Pad, Blue",Office Supplies,Art,29,0,0.046465168,Low
"Stanley Sketch Pad, Easy-Erase",Office Supplies,Art,37,2,0.047370395,Low
"Stanley Sketch Pad, Fluorescent",Office Supplies,Art,39,0,0.045538269,Low
"Stanley Sketch Pad, Water Color",Office Supplies,Art,27,1,0.045576253,Low
Staples,Office Supplies,Fasteners,222,12,0.03829703,Low
Star Micronics TSP100 TSP143LAN Receipt Printer,Technology,Machines,1,0,0.044067796,Low
Star Micronics TSP800 TSP847IIU Receipt Printer,Technology,Machines,2,0,0.039145697,Low
"StarTech Calculator, Durable",Technology,Machines,10,0,0.035423487,Low
"StarTech Calculator, Red",Technology,Machines,18,0,0.035865441,Low
"StarTech Calculator, White",Technology,Machines,15,1,0.038500474,Low
"StarTech Calculator, Wireless",Technology,Machines,10,0,0.03893521,Low
"StarTech Card Printer, Durable",Technology,Machines,11,0,0.039516192,Low
"StarTech Card Printer, Red",Technology,Machines,11,0,0.03665552,Low
"StarTech Card Printer, White",Technology,Machines,17,3,0.038204087,Low
"StarTech Card Printer, Wireless",Technology,Machines,11,1,0.041542877,Low
"StarTech Inkjet, Durable",Technology,Machines,13,1,0.038080845,Low
"StarTech Inkjet, White",Technology,Machines,10,1,0.035516304,Low
"StarTech Inkjet, Wireless",Technology,Machines,23,0,0.0363148,Low
"StarTech Phone, Durable",Technology,Machines,14,0,0.039118128,Low
"StarTech Phone, Red",Technology,Machines,9,1,0.035020771,Low
"StarTech Phone, White",Technology,Machines,15,0,0.036761818,Low
"StarTech Phone, Wireless",Technology,Machines,14,0,0.036872379,Low
"StarTech Printer, Durable",Technology,Machines,7,1,0.03757553,Low
"StarTech Printer, Red",Technology,Machines,15,0,0.038258024,Low
"StarTech Printer, White",Technology,Machines,5,0,0.038446927,Low
"StarTech Printer, Wireless",Technology,Machines,8,2,0.037924194,Low
"StarTech Receipt Printer, Durable",Technology,Machines,7,1,0.042084532,Low
"StarTech Receipt Printer, Red",Technology,Machines,6,3,0.041050981,Low
"StarTech Receipt Printer, White",Technology,Machines,8,0,0.038969207,Low
"StarTech Receipt Printer, Wireless",Technology,Machines,9,1,0.038273542,Low
StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,Machines,4,1,0.042701207,Low
Steel Personal Filing/Posting Tote,Office Supplies,Storage,5,0,0.04740314,Low
Sterilite Officeware Hinged File Box,Office Supplies,Storage,11,1,0.048466957,Low
Sterilite Show Offs Storage Containers,Office Supplies,Storage,5,1,0.044207439,Low
Sterling Rubber Bands by Alliance,Office Supplies,Fasteners,2,0,0.038900445,Low
"Stiletto Box Cutter, Easy Grip",Office Supplies,Supplies,23,1,0.045650402,Low
"Stiletto Box Cutter, High Speed",Office Supplies,Supplies,13,1,0.045778172,Low
"Stiletto Box Cutter, Serrated",Office Supplies,Supplies,13,1,0.047520471,Low
"Stiletto Box Cutter, Steel",Office Supplies,Supplies,23,1,0.046339371,Low
Stiletto Hand Letter Openers,Office Supplies,Supplies,4,0,0.04802777,Low
"Stiletto Letter Opener, Easy Grip",Office Supplies,Supplies,37,1,0.04509664,Low
"Stiletto Letter Opener, High Speed",Office Supplies,Supplies,18,1,0.04729286,Low
"Stiletto Letter Opener, Steel",Office Supplies,Supplies,30,1,0.045472289,Low
"Stiletto Ruler, Easy Grip",Office Supplies,Supplies,20,1,0.045375948,Low
"Stiletto Ruler, High Speed",Office Supplies,Supplies,18,0,0.044783955,Low
"Stiletto Ruler, Serrated",Office Supplies,Supplies,14,0,0.047669782,Low
"Stiletto Ruler, Steel",Office Supplies,Supplies,15,0,0.043897724,Low
"Stiletto Scissors, Easy Grip",Office Supplies,Supplies,25,3,0.045420796,Low
"Stiletto Scissors, High Speed",Office Supplies,Supplies,17,0,0.044632459,Low
"Stiletto Scissors, Serrated",Office Supplies,Supplies,13,0,0.044776293,Low
"Stiletto Scissors, Steel",Office Supplies,Supplies,26,1,0.0456565,Low
"Stiletto Shears, Easy Grip",Office Supplies,Supplies,15,1,0.047228254,Low
"Stiletto Shears, High Speed",Office Supplies,Supplies,28,3,0.04445416,Low
"Stiletto Shears, Serrated",Office Supplies,Supplies,17,2,0.046925266,Low
"Stiletto Shears, Steel",Office Supplies,Supplies,22,1,0.046797355,Low
"Stiletto Trimmer, Easy Grip",Office Supplies,Supplies,12,0,0.04476417,Low
"Stiletto Trimmer, High Speed",Office Supplies,Supplies,18,0,0.047906122,Low
"Stiletto Trimmer, Serrated",Office Supplies,Supplies,16,1,0.047144658,Low
"Stiletto Trimmer, Steel",Office Supplies,Supplies,19,0,0.044826817,Low
"Stockwell Clamps, 12 Pack",Office Supplies,Fasteners,47,1,0.034564272,Low
"Stockwell Clamps, Assorted Sizes",Office Supplies,Fasteners,45,0,0.034623506,Low
"Stockwell Clamps, Bulk Pack",Office Supplies,Fasteners,31,1,0.035834839,Low
"Stockwell Clamps, Metal",Office Supplies,Fasteners,27,0,0.03631883,Low
Stockwell Gold Paper Clips,Office Supplies,Fasteners,2,0,0.034945718,Low
"Stockwell Paper Clips, Assorted Sizes",Office Supplies,Fasteners,65,3,0.035439583,Low
"Stockwell Paper Clips, Bulk Pack",Office Supplies,Fasteners,35,0,0.034321733,Low
"Stockwell Paper Clips, Metal",Office Supplies,Fasteners,31,0,0.034437022,Low
Stockwell Push Pins,Office Supplies,Fasteners,8,0,0.038999444,Low
"Stockwell Push Pins, 12 Pack",Office Supplies,Fasteners,46,2,0.036490998,Low
"Stockwell Push Pins, Assorted Sizes",Office Supplies,Fasteners,46,1,0.035362594,Low
"Stockwell Push Pins, Bulk Pack",Office Supplies,Fasteners,30,3,0.034493667,Low
"Stockwell Push Pins, Metal",Office Supplies,Fasteners,36,4,0.035925977,Low
"Stockwell Rubber Bands, 12 Pack",Office Supplies,Fasteners,28,0,0.035043605,Low
"Stockwell Rubber Bands, Assorted Sizes",Office Supplies,Fasteners,43,0,0.035912782,Low
"Stockwell Rubber Bands, Bulk Pack",Office Supplies,Fasteners,38,2,0.035754193,Low
"Stockwell Rubber Bands, Metal",Office Supplies,Fasteners,40,1,0.033903866,Low
"Stockwell Staples, 12 Pack",Office Supplies,Fasteners,34,2,0.036884161,Low
"Stockwell Staples, Assorted Sizes",Office Supplies,Fasteners,40,1,0.034389761,Low
"Stockwell Staples, Bulk Pack",Office Supplies,Fasteners,37,3,0.035164446,Low
"Stockwell Staples, Metal",Office Supplies,Fasteners,40,2,0.035641407,Low
"Stockwell Thumb Tacks, 12 Pack",Office Supplies,Fasteners,53,2,0.035163201,Low
"Stockwell Thumb Tacks, Assorted Sizes",Office Supplies,Fasteners,42,2,0.035470937,Low
"Stockwell Thumb Tacks, Bulk Pack",Office Supplies,Fasteners,41,2,0.035267472,Low
"Stockwell Thumb Tacks, Metal",Office Supplies,Fasteners,40,2,0.035193351,Low
Storex Dura Pro Binders,Office Supplies,Binders,17,1,0.049533669,Low
Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,Binders,8,0,0.050497766,Low
Storex Flexible Poly Binders with Double Pockets,Office Supplies,Binders,3,0,0.044498087,Low
"Strathmore #10 Envelopes, Ultimate White",Office Supplies,Envelopes,4,0,0.046986644,Low
Strathmore Photo Frame Cards,Office Supplies,Paper,4,0,0.049669863,Low
Strathmore Photo Mount Cards,Office Supplies,Paper,9,0,0.044046233,Low
"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",Office Supplies,Art,1,0,0.056795019,Low
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Office Supplies,Storage,5,0,0.047826981,Low
"Super Bands, 12/Pack",Office Supplies,Fasteners,4,0,0.037080986,Low
Super Decoflex Portable Personal File,Office Supplies,Storage,5,0,0.046156508,Low
Surelock Post Binders,Office Supplies,Binders,8,0,0.046409662,Low
Swingline SM12-08 MicroCut Jam Free Shredder,Technology,Machines,3,0,0.040507954,Low
"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Office Supplies,Paper,3,0,0.050032649,Low
"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Office Supplies,Paper,3,0,0.051172804,Low
"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Office Supplies,Paper,4,0,0.047096394,Low
"TOPS Money Receipt Book, Consecutively Numbered in Red,",Office Supplies,Paper,2,0,0.044986483,Low
"TOPS Voice Message Log Book, Flash Format",Office Supplies,Paper,3,0,0.045960495,Low
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Technology,Accessories,5,0,0.044130356,Low
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,Paper,3,0,0.042164726,Low
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,6,1,0.047322411,Low
Telescoping Adjustable Floor Lamp,Furniture,Furnishings,6,0,0.048716018,Low
"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,7,0,0.049603675,Low
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings,7,0,0.049571045,Low
Tenex Antistatic Computer Chair Mats,Furniture,Furnishings,6,0,0.049936069,Low
Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,Furnishings,7,0,0.048549866,Low
"Tenex Box, Blue",Office Supplies,Storage,34,1,0.039910376,Low
"Tenex Box, Industrial",Office Supplies,Storage,41,1,0.041843734,Low
"Tenex Box, Single Width",Office Supplies,Storage,24,0,0.042484008,Low
"Tenex Box, Wire Frame",Office Supplies,Storage,38,1,0.041296742,Low
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,Furnishings,5,1,0.052419232,Low
"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furniture,Furnishings,4,0,0.04680543,Low
Tenex Chairmats For Use With Carpeted Floors,Furniture,Furnishings,4,0,0.048971362,Low
Tenex Chairmats For Use with Hard Floors,Furniture,Furnishings,6,1,0.051808241,Low
"Tenex Clock, Black",Furniture,Furnishings,24,1,0.046822941,Low
"Tenex Clock, Duo Pack",Furniture,Furnishings,17,0,0.045307889,Low
"Tenex Clock, Durable",Furniture,Furnishings,21,2,0.046487954,Low
"Tenex Clock, Erganomic",Furniture,Furnishings,13,0,0.046044692,Low
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,Furnishings,4,0,0.049415615,Low
"Tenex Door Stop, Black",Furniture,Furnishings,14,0,0.047201541,Low
"Tenex Door Stop, Duo Pack",Furniture,Furnishings,15,0,0.045362312,Low
"Tenex Door Stop, Durable",Furniture,Furnishings,15,0,0.046733153,Low
"Tenex Door Stop, Erganomic",Furniture,Furnishings,17,1,0.044947019,Low
